pathwayid,name,pwtype,category,url,source,srcid,externalid,extid,taxid,taxname,core,cids,geneids,protacxns,dois,ecs,annotation,annotscore
11598,TNF signaling,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-75893,Reactome,3,R-HSA-75893,R-HSA-75893,9606,Homo sapiens (human),1,"32051,5461108,7058055","841,1147,1540,3551,6868,6885,7124,7128,7132,7185,7186,8439,8517,8717,8737,8772,8887,9530,10399,10454,10616,25999,55072,81858,90268","O14920,O15111,O43318,O95429,P01375,P16767,P19438,P21580,P63244,P78536,Q12933,Q13077,Q13158,Q13546,Q14790,Q15628,Q15750,Q86VP1,Q92636,Q96BN8,Q96DZ5,Q96EP0,Q9BYM8,Q9H0F6,Q9NQC7,Q9Y6K9",10.1002/jlb.63.6.678|10.1016/j.bbrc.2013.01.126|10.1016/s0092-8674(03)00521-x|10.1038/381800a0|10.1038/sj.cdd.4401051|10.1073/pnas.87.17.6758|10.1073/pnas.88.10.4220|10.1074/jbc.270.7.3255|10.1074/jbc.271.24.14617|10.1074/jbc.274.7.4309|10.1084/jem.172.6.1609|10.1126/science.1071924|10.1161/01.atv.20.2.410|10.1172/jci11498|10.1186/1471-2202-7-64|10.1371/journal.pone.0076841|10.3390/v4101928,"2.3.2.-,2.3.2.27,2.3.2.31,2.7.11.1,2.7.11.10,2.7.11.25,3.4.19.12,3.4.22.61,3.4.24.86","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, DrugBank]",20000
11599,TNFR1-induced NFkappaB signaling pathway,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-5357956,Reactome,3,R-HSA-5357956,R-HSA-5357956,9606,Homo sapiens (human),1,NULL,"1147,3551,6885,7185,7186,8517,8717,8737,10399,10454,10616,55072,81858","O14920,O15111,O43318,P63244,Q12933,Q13077,Q13546,Q15628,Q15750,Q96EP0,Q9BYM8,Q9H0F6,Q9Y6K9",10.1002/1521-4141(200202)32:2&lt;457::aid-immu457&gt;3.0.co;2-1|10.1002/jcb.24227|10.1016/j.cub.2007.01.027|10.1016/j.ejcb.2010.11.002|10.1016/j.immuni.2004.08.017|10.1016/j.it.2009.05.007|10.1016/j.molcel.2006.03.026|10.1016/s0092-8674(03)00521-x|10.1038/nature02794|10.1038/ncb1384|10.1038/sj.onc.1209945|10.1074/jbc.274.7.4309|10.1074/jbc.m507807200|10.1074/jbc.m606167200|10.1089/10799900050116435|10.1128/mcb.20.8.2687-2695.2000|10.1128/mcb.21.12.3964-3973.2001|10.1128/mcb.21.16.5299-5305.2001|10.1128/mcb.,"2.3.2.27,2.3.2.31,2.7.11.1,2.7.11.10,2.7.11.25","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11600,TNFR1-induced proapoptotic signaling,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-5357786,Reactome,3,R-HSA-5357786,R-HSA-5357786,9606,Homo sapiens (human),1,NULL,"841,7132,7186,8717,8737,8772","P16767,P19438,Q12933,Q13158,Q13546,Q14790,Q15628",10.1016/j.ceb.2003.10.009|10.1016/j.immuni.2004.08.017|10.1016/s0092-8674(03)00521-x|10.1016/s0300-483x(02)00457-2|10.1034/j.1600-065x.2003.00048.x|10.1073/pnas.241358198|10.1074/jbc.273.42.27084|10.1074/jbc.274.7.4309|10.1186/1471-2202-7-64,"2.3.2.27,2.7.11.1,3.4.22.61","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11602,Regulation of TNFR1 signaling,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-5357905,Reactome,3,R-HSA-5357905,R-HSA-5357905,9606,Homo sapiens (human),1,"5461108,7058055","841,1147,1540,3551,7124,7128,7132,7185,7186,8517,8717,8737,8887,10399,10616,25999,55072,81858,90268","O14920,O15111,P01375,P16767,P19438,P21580,P63244,Q12933,Q13077,Q13546,Q14790,Q15628,Q86VP1,Q96BN8,Q96DZ5,Q96EP0,Q9BYM8,Q9H0F6,Q9NQC7,Q9Y6K9",10.1038/sj.onc.1209945|10.1093/oxfordjournals.jbchem.a002947|10.1096/fj.02-0654rev|10.1111/j.1600-065x.2012.01100.x|10.1158/0008-5472.can-06-4017,"2.3.2.-,2.3.2.27,2.3.2.31,2.7.11.1,2.7.11.10,3.4.19.12,3.4.22.61","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, DrugBank]",20000
11603,TRAIL signaling,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-75158,Reactome,3,R-HSA-75158,R-HSA-75158,9606,Homo sapiens (human),1,NULL,"841,843,8743,8772,8793,8795,8797,8837","O00220,O14763,O15519,P50591,Q13158,Q14790,Q92851,Q9UBN6",10.1038/sj.onc.1207232|10.1074/jbc.m700438200|10.1093/emboj/cdf441,"3.4.22.61,3.4.22.63","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11604,p75 NTR receptor-mediated signalling,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-193704,Reactome,3,R-HSA-193704,R-HSA-193704,9606,Homo sapiens (human),1,"888,962,1014,32051,5461108,7058055,135398619,135398633","387,396,572,3551,3654,4168,4615,4790,4792,4803,4804,5584,5599,5879,5970,6610,6868,7189,7531,8767,8878,9500,10018,11108,23385,23421,26574,27018,55851,84894","O14920,O43353,O43521,O60906,P01138,P08138,P10911,P19838,P25963,P41743,P45983,P51617,P51617-1,P52565,P61586,P62258,P63000,P78536,Q00994,Q04206,Q13352,Q13501,Q17R88,Q92542,Q92934,Q96FE5,Q99836,Q9NY61,Q9NZ42,Q9UKN5,Q9Y4K3,Q9Y5V3",10.1007/s00018-006-6010-1|10.1038/nn1510|10.1038/nrn1078|10.1098/rstb.2006.1894,"2.1.1.-,2.3.2.27,2.7.10.2,2.7.11.1,2.7.11.10,2.7.11.13,2.7.11.24,3.1.4.12,3.4.24.86,3.6.5.2","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11606,"Cell death signalling via NRAGE, NRIF and NADE",organism_specific,pathway,https://reactome.org/content/detail/R-HSA-204998,Reactome,3,R-HSA-204998,R-HSA-204998,9606,Homo sapiens (human),1,"5461108,7058055,135398619,135398633","572,4803,4804,5599,5879,7189,7531,8878,9500,10018,23385,23421,26574,27018,55851","O43521,P01138,P08138,P45983,P62258,P63000,Q00994,Q13352,Q13501,Q92542,Q92934,Q9NY61,Q9NZ42,Q9Y4K3,Q9Y5V3",10.1016/s1359-6101(03)00018-2,"2.3.2.27,2.7.11.24,3.6.5.2","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11607,NRAGE signals death through JNK,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-193648,Reactome,3,R-HSA-193648,R-HSA-193648,9606,Homo sapiens (human),1,"5461108,7058055,135398619,135398633","572,4803,4804,5599,5879,9500,10018,26574","O43521,P01138,P08138,P45983,P63000,Q92934,Q9NY61,Q9Y5V3",10.1074/jbc.m205324200,"2.7.11.24,3.6.5.2","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11608,NRIF signals cell death from the nucleus,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-205043,Reactome,3,R-HSA-205043,R-HSA-205043,9606,Homo sapiens (human),1,"5461108,7058055","4803,4804,5599,7189,8878,23385,23421,55851","P01138,P08138,P45983,Q13352,Q13501,Q92542,Q9NZ42,Q9Y4K3",10.1016/j.conb.2005.01.004,"2.3.2.27,2.7.11.24","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11611,p75NTR signals via NF-kB,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-193639,Reactome,3,R-HSA-193639,R-HSA-193639,9606,Homo sapiens (human),1,"5461108,7058055","3551,3654,4615,4790,4792,4803,4804,5584,5970,7189,8767,8878","O14920,O43353,P01138,P08138,P19838,P25963,P41743,P51617,P51617-1,Q04206,Q13501,Q99836,Q9Y4K3",10.1016/j.bcp.2006.09.003,"2.3.2.27,2.7.10.2,2.7.11.1,2.7.11.10,2.7.11.13","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11612,p75NTR recruits signalling complexes,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-209543,Reactome,3,R-HSA-209543,R-HSA-209543,9606,Homo sapiens (human),1,"5461108,7058055","3551,3654,4615,4803,4804,5584,7189,8767,8878","O14920,O43353,P01138,P08138,P41743,P51617,P51617-1,Q13501,Q99836,Q9Y4K3",NULL,"2.3.2.27,2.7.10.2,2.7.11.1,2.7.11.10,2.7.11.13","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11613,NF-kB is activated and signals survival,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-209560,Reactome,3,R-HSA-209560,R-HSA-209560,9606,Homo sapiens (human),1,"5461108,7058055","3551,3654,4790,4792,4804,5970,7189,8878","O14920,P08138,P19838,P25963,P51617,Q04206,Q13501,Q9Y4K3",10.1007/s11064-005-6961-x,"2.3.2.27,2.7.11.1,2.7.11.10","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11618,Regulated proteolysis of p75NTR,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-193692,Reactome,3,R-HSA-193692,R-HSA-193692,9606,Homo sapiens (human),1,32051,"4790,4804,5970,6868,7189,23385,55851","P08138,P19838,P78536,Q04206,Q92542,Q9NZ42,Q9Y4K3",10.1074/jbc.m610458200|10.1111/j.1471-4159.2007.04781.x,"2.3.2.27,3.4.24.86","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11624,Cellular responses to external stimuli,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-8953897,Reactome,3,R-HSA-8953897,R-HSA-8953897,9606,Homo sapiens (human),1,"280,784,936,946,962,977,1038,1061,5754,5839,5884,5886,5994,27099,27284,27854,31193,32051,34756,65359,87642,104734,104806,104815,124886,145068,160419,164533,439155,444493,643975,1549073,5359597,5461108,7045798,7058055,9548817,15938971,53356659,54679076,72193709,135398585,135398619,135398631,135398633","318,343,367,405,440,467,468,472,475,538,768,847,996,1017,1026,1029,1030,1051,1386,1387,1465,1535,1536,1649,1915,1965,1968,2033,2034,2056,2077,2113,2114,2146,2288,2289,2353,2475,2876,2877,2878,2887,2908,2932,2950,3091,3159,3281,3297,3301,3304,3305,3306,3308,3309,3310,3312,3313,3320,3326,3337,3397,3456,3490,3552,3569,3576,3725,4001,4193,4194,4217,4306,4343,4361,4489,4490,4493,4494,4495,4496,4499,4501,4502,4504,4520,4683,4688,4689,4790,4927,5034,5241,5594,5595,5598,5682,5683,5684,5685,5686,5687,5688,5689,5690,","A5LHX3,A6NHX0,O00231,O00232,O00233,O00244,O00487,O00762,O14618,O14818,O15054,O15151,O15504,O43242,O43301,O60884,O60934,O75140,O75506,O75530,O75694,O75807,O75832,O94778,O95231,O95757,P00390-1,P00390-2,P00441,P01100,P01574,P01583,P01588,P02795,P04040,P04150,P04179,P04637,P04731,P04732,P04733,P04839,P05198,P05231,P05412,P06400,P06401,P07203,P07237,P07438,P07900,P08047,P08235,P08238,P08243,P08294,P09211,P0DMV8,P0DMV9,P10145,P10275,P10599,P11021,P11142,P12270,P13498,P13640,P14598,P14921,P15036,P15336,P15692,P159",10.1146/annurev.physiol.67.040403.103635,"1.-.-.-,1.11.1.15,1.11.1.6,1.11.1.9,1.14.11.-,1.14.11.29,1.14.11.30,1.14.11.n4,1.15.1.1,1.8.1.9,1.8.4.-,2.1.1.-,2.1.1.356,2.3.1.-,2.3.1.286,2.3.1.48,2.3.2.-,2.3.2.23,2.3.2.24,2.3.2.27,2.3.2.32,2.5.1.18,2.7.11.1,2.7.11.22,2.7.11.24,2.7.11.25,2.7.11.26,2.7.12.2,3.1.-.-,3.1.1.4,3.4.19.-,3.4.25.1,3.5.1.-,3.5.1.98,3.6.-.-,3.6.1.17,3.6.4.-,3.6.4.10,3.6.4.13,3.6.4.6,3.6.5.3,4.2.1.1,4.3.2.7,5.2.1.8,5.3.4.1,5.3.99.3,6.3.5.4,7.2.2.8","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, DrugBank, UniProt]",20000
11628,Macroautophagy,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-1632852,Reactome,3,R-HSA-1632852,R-HSA-1632852,9606,Homo sapiens (human),1,"962,1061,6083,5461108,7058055,135398619,135398633","472,1460,1778,2034,3297,3312,3320,4077,5071,5289,5563,5830,6009,7248,7249,7334,7405,7415,7416,8408,8678,8878,9140,9474,9776,9804,9821,9868,9927,10013,10452,10533,22863,26100,30849,51001,54543,55054,55626,55669,56993,60673,64422,65018,79643,81631,83734,84749,91782,139341,387522,401505,100188893,100526767","O60260,O75143,O75385,O94817,O94826,O95140,O95352,O96008,P07900,P11142,P12931-1,P21796,P49815,P50542,P54646,P55072,P61088,P67870,Q00613,Q13315,Q13404,Q13501,Q14204,Q14457,Q14596,Q15382,Q15388,Q676U5,Q6ZNE5,Q70CQ3,Q8IVP5,Q8IWA4,Q8N4H5,Q8NEB9,Q8TDY2,Q8WUX9,Q92574,Q96B49,Q96E29,Q96FZ7,Q96HS1-2,Q99570,Q99814,Q9BSB4,Q9BXM7,Q9C0C7,Q9GZQ8,Q9H0Y0,Q9H1Y0,Q9NS69,Q9NT62,Q9P0U1,Q9P2Y5,Q9UBN7,Q9Y3E7,Q9Y4P8",10.1016/j.cell.2005.07.002|10.1016/j.cub.2007.09.032|10.1016/j.molcel.2008.06.001|10.1016/j.molcel.2014.05.021|10.1016/s1534-5807(03)00402-7|10.1038/12075|10.1038/cdd.2009.34|10.1038/cr.2013.159|10.1038/emboj.2009.369|10.1038/emboj.2010.74|10.1038/embor.2008.163|10.1038/nature05925|10.1038/nature11910|10.1038/ncb1426|10.1038/ncb1634|10.1038/ncb1740|10.1038/ncb1846|10.1038/ncb1854|10.1038/ncb1991|10.1038/ncb2381|10.1038/ng.2562|10.1038/nrd3802|10.1038/nrm2937|10.1038/nrm3696|10.1038/onc.2009.60|10.1038/sj.em,"2.3.2.-,2.3.2.23,2.3.2.31,2.7.1.137,2.7.11.1,2.7.11.27,2.7.11.31,3.4.19.12,3.5.1.-,3.5.1.98,3.6.4.6,3.6.5.-","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11629,Cellular responses to stress,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-2262752,Reactome,3,R-HSA-2262752,R-HSA-2262752,9606,Homo sapiens (human),1,"280,784,936,946,962,977,1038,1061,5754,5839,5884,5886,5994,27099,27284,27854,32051,34756,65359,87642,104806,104815,124886,145068,160419,164533,439155,444493,643975,1549073,5359597,5461108,7045798,7058055,9548817,15938971,53356659,54679076,72193709,135398585,135398619,135398631,135398633","318,343,367,405,440,467,468,472,475,538,768,847,996,1017,1026,1029,1030,1051,1386,1387,1535,1536,1649,1915,1965,1968,2033,2034,2056,2077,2113,2114,2146,2288,2289,2353,2475,2876,2877,2878,2887,2908,2932,2950,3091,3159,3281,3297,3301,3304,3305,3306,3308,3309,3310,3312,3313,3320,3326,3337,3397,3456,3490,3552,3569,3576,3725,4001,4193,4194,4217,4306,4343,4361,4683,4688,4689,4790,4927,5034,5241,5594,5595,5598,5682,5683,5684,5685,5686,5687,5688,5689,5690,5691,5692,5693,5694,5695,5696,5698,5699,5700,5701,5702,5704,","A5LHX3,A6NHX0,O00231,O00232,O00233,O00244,O00487,O00762,O14618,O14818,O15054,O15151,O15504,O43242,O43301,O60884,O60934,O75140,O75506,O75530,O75694,O75807,O75832,O94778,O95231,O95757,P00390-1,P00390-2,P00441,P01100,P01574,P01583,P01588,P04040,P04150,P04179,P04637,P04839,P05198,P05231,P05412,P06400,P06401,P07203,P07237,P07900,P08047,P08235,P08238,P08243,P08294,P09211,P0DMV8,P0DMV9,P10145,P10275,P10599,P11021,P11142,P12270,P13498,P14598,P14921,P15036,P15336,P15692,P15927,P17066,P17096,P17676,P17980,P18283,P188",10.1146/annurev.physiol.67.040403.103635,"1.-.-.-,1.11.1.15,1.11.1.6,1.11.1.9,1.14.11.-,1.14.11.29,1.14.11.30,1.14.11.n4,1.15.1.1,1.8.1.9,1.8.4.-,2.1.1.-,2.1.1.356,2.3.1.-,2.3.1.286,2.3.1.48,2.3.2.-,2.3.2.23,2.3.2.24,2.3.2.27,2.3.2.32,2.5.1.18,2.7.11.1,2.7.11.22,2.7.11.24,2.7.11.25,2.7.11.26,2.7.12.2,3.1.-.-,3.1.1.4,3.4.19.-,3.4.25.1,3.5.1.-,3.5.1.98,3.6.-.-,3.6.1.17,3.6.4.-,3.6.4.10,3.6.4.13,3.6.4.6,3.6.5.3,4.2.1.1,4.3.2.7,5.2.1.8,5.3.4.1,5.3.99.3,6.3.5.4,7.2.2.8","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, DrugBank, UniProt]",20000
11630,Cellular response to hypoxia,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-2262749,Reactome,3,R-HSA-2262749,R-HSA-2262749,9606,Homo sapiens (human),1,"51,280,977,1110","405,768,1387,2033,2034,2056,3091,5682,5683,5684,5685,5686,5687,5688,5689,5690,5691,5692,5693,5694,5695,5696,5698,5699,5700,5701,5702,5704,5705,5706,5707,5708,5709,5710,5711,5713,5714,5715,5716,5717,5718,5719,5720,5721,6921,6923,7422,7428,7979,8453,9491,9861,9978,10197,10213,10370,23198,25994,55662,64344,122706,143471","A5LHX3,O00231,O00232,O00233,O00487,O14818,O43242,O75832,P01588,P15692,P17980,P20618,P25786,P25787,P25788,P25789,P27540,P28062,P28065,P28066,P28070,P28072,P28074,P35998,P40306,P40337,P43686,P48556,P49720,P49721,P51665,P55036,P60896,P60900,P61289,P62191,P62195,P62333,P62877,Q06323,Q09472,Q13200,Q13617,Q14997,Q15008,Q15369,Q15370,Q16401,Q16665,Q16790,Q8TAA3,Q92530,Q92793,Q99436,Q99460,Q99814,Q99967,Q9NWT6,Q9UL46,Q9UNM6,Q9Y241,Q9Y2N7",10.1152/physiol.00001.2004,"1.14.11.30,1.14.11.n4,2.3.1.-,2.3.1.48,2.3.2.27,2.3.2.32,3.4.19.-,3.4.25.1,4.2.1.1","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, DrugBank]",20000
11631,Cellular response to hypoxia,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-1234174,Reactome,3,R-HSA-1234174,R-HSA-1234174,9606,Homo sapiens (human),0,"280,977,27284,160419,164533,54679076","405,768,1387,2033,2034,2056,3091,5682,5683,5684,5685,5686,5687,5688,5689,5690,5691,5692,5693,5694,5695,5696,5698,5699,5700,5701,5702,5704,5705,5706,5707,5708,5709,5710,5711,5713,5714,5715,5716,5717,5718,5719,5720,5721,6921,6923,7422,7428,7979,8453,9491,9861,9978,10197,10213,10370,23198,25994,55662,64344,112398,112399,122706,143471","A5LHX3,O00231,O00232,O00233,O00487,O14818,O43242,O75832,P01588,P15692,P17980,P20618,P25786,P25787,P25788,P25789,P27540,P28062,P28065,P28066,P28070,P28072,P28074,P35998,P40306,P40337,P43686,P48556,P49720,P49721,P51665,P55036,P60896,P60900,P61289,P62191,P62195,P62333,P62877,Q06323,Q09472,Q13200,Q13617,Q14997,Q15008,Q15369,Q15370,Q16401,Q16665,Q16790,Q8TAA3,Q92530,Q92793,Q96KS0,Q99436,Q99460,Q99814,Q99967,Q9H6Z9,Q9NWT6,Q9UL46,Q9UNM6,Q9Y241,Q9Y2N7",10.1016/j.molcel.2008.04.009|10.1016/j.molcel.2010.09.022|10.1016/j.tibs.2010.07.002|10.1038/nature04871|10.1038/nri2607|10.1074/jbc.m110.211110|10.1126/science.1147949|10.1152/physiol.00001.2004|10.1242/jcs.035022,"1.14.11.29,1.14.11.30,1.14.11.n4,2.3.1.-,2.3.1.48,2.3.2.27,2.3.2.32,3.4.19.-,3.4.25.1,4.2.1.1","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways, DrugBank]",20000
11633,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-1234176,Reactome,3,R-HSA-1234176,R-HSA-1234176,9606,Homo sapiens (human),1,"280,977,27284,160419,164533,54679076","2034,3091,5682,5683,5684,5685,5686,5687,5688,5689,5690,5691,5692,5693,5694,5695,5696,5698,5699,5700,5701,5702,5704,5705,5706,5707,5708,5709,5710,5711,5713,5714,5715,5716,5717,5718,5719,5720,5721,6921,6923,7428,7979,8453,9491,9861,9978,10197,10213,23198,64344,112398,112399,122706,143471","A5LHX3,O00231,O00232,O00233,O00487,O14818,O43242,O75832,P17980,P20618,P25786,P25787,P25788,P25789,P28062,P28065,P28066,P28070,P28072,P28074,P35998,P40306,P40337,P43686,P48556,P49720,P49721,P51665,P55036,P60896,P60900,P61289,P62191,P62195,P62333,P62877,Q06323,Q13200,Q13617,Q14997,Q15008,Q15369,Q15370,Q16401,Q16665,Q8TAA3,Q92530,Q96KS0,Q99436,Q99460,Q99814,Q9H6Z9,Q9UL46,Q9UNM6,Q9Y2N7",10.1016/j.febslet.2004.09.005|10.1016/j.pep.2007.02.018|10.1056/nejmoa073123|10.1073/pnas.192342099|10.1074/jbc.m110.211110|10.1074/jbc.m208681200|10.1074/jbc.m304982200|10.1074/jbc.m406026200|10.1074/jbc.m808737200|10.1093/emboj/cdg392|10.1126/science.1059796|10.1126/science.1059817|10.1126/science.1066373|10.1242/jcs.00318,"1.14.11.29,2.3.2.27,2.3.2.32,3.4.19.-,3.4.25.1","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11636,Cellular response to heat stress,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-3371556,Reactome,3,R-HSA-3371556,R-HSA-3371556,9606,Homo sapiens (human),1,"936,962,1061,87642,444493,5461108,7058055,15938971,72193709","1915,2288,2475,2932,3281,3297,3304,3305,3306,3308,3309,3310,3312,3313,3320,3326,3337,4927,5594,5595,5903,6117,6118,6119,6396,6767,6782,7175,7415,7531,8021,8086,8480,9261,9631,9688,9972,10013,10728,10762,11097,22824,23165,23225,23279,23411,23511,23636,51182,51501,53371,55706,55746,57122,57521,57805,64223,79023,79902,84335,91582,116835,129401,259217,348995","O15504,O43301,O75506,O75694,O95757,P07900,P08238,P0DMV8,P0DMV9,P11021,P11142,P12270,P15927,P17066,P25685,P27361,P27694,P28482,P34931,P34932,P35244,P35658,P37198,P38646,P42345,P48723,P48741,P49137,P49790,P49792,P49841,P50502,P52948-5,P54652,P55072,P55735,P57740,P62258,P68104,P78406,Q00613,Q02790,Q0VDF9,Q12769,Q15185,Q53FT3,Q5SRE5,Q7Z3B4,Q86WX3,Q8N122,Q8N163,Q8N1F7,Q8NFH3,Q8NFH4,Q8NFH5,Q8TEM1,Q8WUM0,Q92621,Q96B36,Q96EB6,Q96EE3-1,Q96EE3-2,Q96MM6,Q99567,Q9BTX1,Q9BVC4,Q9BW27,Q9NRG9,Q9UBN7,Q9UKX7",10.1002/jcp.22948|10.1016/j.molcel.2010.09.028|10.1016/s0092-8674(00)81588-3|10.1021/bi702185u|10.1038/nature04518|10.1038/nrm2938|10.1074/jbc.274.39.27845|10.1074/jbc.m607556200|10.1080/1025814021000036124|10.1083/jcb.109.4.1467|10.1091/mbc.e08-08-0864|10.1093/emboj/16.21.6466|10.1093/humrep/der421|10.1095/biolreprod.103.023580|10.1128/mcb.13.3.1392|10.1128/mcb.13.4.2486|10.1128/mcb.15.8.4319|10.1128/mcb.17.1.469|10.1146/annurev-biochem-060809-095203|10.1371/journal.pone.0067566|10.1379/1466-1268(2000)005&,"2.3.1.-,2.3.1.286,2.3.2.-,2.7.11.1,2.7.11.24,2.7.11.26,3.5.1.-,3.5.1.98,3.6.4.10,3.6.4.6,5.2.1.8,5.3.99.3","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11638,HSF1-dependent transactivation,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-3371571,Reactome,3,R-HSA-3371571,R-HSA-3371571,9606,Homo sapiens (human),1,"87642,444493,5461108,7058055","2288,2475,3281,3297,3337,10728,57521,64223,84335","O75506,P25685,P42345,Q00613,Q02790,Q15185,Q8N122,Q96B36,Q9BVC4",10.1074/jbc.271.7.3355|10.1091/mbc.e03-10-0738|10.1093/emboj/17.11.3146|10.1093/emboj/20.14.3800|10.1128/mcb.15.6.3354|10.1128/mcb.15.8.4319|10.1128/mcb.16.3.839|10.1128/mcb.17.4.2107|10.1172/jci119124|10.1186/1471-2091-6-4,"2.7.11.1,5.2.1.8,5.3.99.3","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
11640,Regulation of HSF1-mediated heat shock response,organism_specific,pathway,https://reactome.org/content/detail/R-HSA-3371453,Reactome,3,R-HSA-3371453,R-HSA-3371453,9606,Homo sapiens (human),1,"936,962,1061,5461108,7058055,15938971,72193709","2932,3297,3304,3305,3306,3308,3309,3310,3312,3313,4927,5594,5595,5903,6117,6118,6119,6396,6767,6782,7175,7531,8021,8086,8480,9261,9631,9688,9972,10762,11097,22824,23165,23225,23279,23411,23511,23636,51182,51501,53371,55706,55746,57122,57805,79023,79902,91582,116835,129401,259217,348995","O15504,O43301,O75694,O95757,P0DMV8,P0DMV9,P11021,P11142,P12270,P15927,P17066,P27361,P27694,P28482,P34931,P34932,P35244,P35658,P37198,P38646,P48723,P48741,P49137,P49790,P49792,P49841,P50502,P52948-5,P54652,P55735,P57740,P62258,P78406,Q00613,Q0VDF9,Q12769,Q53FT3,Q5SRE5,Q7Z3B4,Q86WX3,Q8N163,Q8N1F7,Q8NFH3,Q8NFH4,Q8NFH5,Q8TEM1,Q8WUM0,Q92621,Q96EB6,Q96EE3-1,Q96EE3-2,Q96MM6,Q99567,Q9BTX1,Q9BW27,Q9NRG9,Q9UKX7",10.1128/mcb.15.8.4319,"2.3.1.-,2.3.1.286,2.3.2.-,2.7.11.1,2.7.11.24,2.7.11.26,3.6.4.10","COVID-19, COVID19, Coronavirus, Corona-virus, SARS, SARS2, SARS-CoV, SARS-CoV-2 [as per WikiPathways]",20000
